absolute_resolution_multiplier,absolute_term_enabled,arm,attack_cost_model,attacker_capability,capability_ratio,cell_id,collapse_severity,defender_capability,defense_cost_model,defense_input_count,effective_attack_cost,effective_defense_cost,elapsed_seconds,failure_count,failure_rate,frontier_validator_count,institution_alone_corner,institution_hidden_count,institution_hidden_rate,institution_validator_count,mean_measured_rank,mean_seconds_per_run,merge_rule,n,pairwise_checks,partition_corruption_count,partition_corruption_rate,pass_name,rank_visible_failure_count,rank_visible_failure_rate,resolution_probability,structural_point_index,true_effective_rank,validator_set_size
1.0,False,false_cluster_injection,linear,1.0,1.0,7094f3632392189e7616,0.0,1.0,pairwise_exact,34,32.0,561.0,0.02438659965991974,119,0.595,31,False,0,0.0,1,32.74,0.00012193299829959869,threshold_greedy_complete_linkage,200,561,0,0.0,complete_linkage,0,0.0,0.6460567823343849,16,32,32
1.0,False,false_cluster_injection,linear,1.0,1.0,71a5f3d94ff0849cf742,0.66,1.0,static_baseline,10,6.0,1.0,0.008364817127585411,5,0.025,7,False,0,0.0,1,6.025,4.182408563792705e-05,threshold_greedy_complete_linkage,200,45,0,0.0,complete_linkage,0,0.0,0.972972972972973,10,6,8
1.0,False,false_cluster_injection,linear,1.0,1.0,75a6804968291bec5702,0.33,1.0,pairwise_exact,18,16.0,153.0,0.010156000033020973,120,0.6,15,False,0,0.0,1,16.72,5.0780000165104867e-05,threshold_greedy_complete_linkage,200,153,0,0.0,complete_linkage,0,0.0,0.6259168704156479,13,16,16
1.0,False,false_cluster_injection,linear,1.0,1.0,7a946ab271bf12da9928,0.0,1.0,pairwise_exact,18,16.0,153.0,0.019764148630201817,117,0.585,15,False,0,0.0,1,16.695,9.882074315100908e-05,threshold_greedy_complete_linkage,200,153,0,0.0,complete_linkage,0,0.0,0.6259168704156479,12,16,16
1.0,False,false_cluster_injection,linear,1.0,1.0,7cd9eb2bdb7b42cf4af8,0.33,1.0,pairwise_exact,66,64.0,2145.0,0.019482440315186977,121,0.605,63,False,0,0.0,1,64.715,9.741220157593488e-05,threshold_greedy_complete_linkage,200,2145,0,0.0,complete_linkage,0,0.0,0.6563050793142124,21,64,64
1.0,False,false_cluster_injection,superlinear,1.0,1.0,7d278c07c442afb7284c,0.66,1.0,static_baseline,4,2.8284271247461903,1.0,0.013806675560772419,69,0.345,1,False,0,0.0,1,2.38,6.903337780386209e-05,threshold_greedy_complete_linkage,200,6,0,0.0,complete_linkage,0,0.0,0.8497788951776651,2,2,2
1.0,False,false_cluster_injection,linear,1.0,1.0,7f92415ef67ae70ff5fe,0.66,1.0,pairwise_exact,34,22.0,561.0,0.0111955301836133,147,0.735,31,False,0,0.0,1,23.03,5.59776509180665e-05,threshold_greedy_complete_linkage,200,561,0,0.0,complete_linkage,0,0.0,0.4631578947368421,18,22,32
1.0,False,false_cluster_injection,linear,1.0,1.0,812fdd5381f62cf25e5b,0.66,1.0,pairwise_exact,18,11.0,153.0,0.010833727195858955,162,0.81,15,False,0,0.0,1,12.18,5.4168635979294774e-05,threshold_greedy_complete_linkage,200,153,0,0.0,complete_linkage,0,0.0,0.4416058394160584,14,11,16
1.0,False,false_cluster_injection,linear,1.0,1.0,844fe2d7720d93d53df6,0.66,1.0,pairwise_exact,66,43.0,2145.0,0.020118985325098038,163,0.815,63,False,0,0.0,1,44.05,0.00010059492662549018,threshold_greedy_complete_linkage,200,2145,0,0.0,complete_linkage,0,0.0,0.4629444166249374,22,43,64
1.0,False,false_cluster_injection,linear,1.0,1.0,8579fc473f7bef2ed83c,1.0,1.0,pairwise_exact,4,2.0,6.0,0.025460250675678253,165,0.825,1,False,0,0.0,1,3.155,0.00012730125337839126,threshold_greedy_complete_linkage,200,6,0,0.0,complete_linkage,0,0.0,0.4,3,2,2
