phi,alpha,reproduction_rate,survived,collapsed,extinct,final_population,final_avg_U_sys,final_avg_L_t
1.0,1.9285714285714286,0.045,False,True,True,0,0.0,0.0
1.0,1.9285714285714286,0.04,False,True,True,0,0.0,0.0
1.0,1.9285714285714286,0.05,False,True,True,0,0.0,0.0
1.0,1.8142857142857143,0.11499999999999999,True,False,False,726,2.6162027920817916,0.37954496171299557
1.0,1.8142857142857143,0.10500000000000001,True,False,False,650,2.603541169738484,0.373467706125537
1.0,1.9285714285714286,0.055,False,True,True,0,0.0,0.0
1.0,1.8142857142857143,0.11000000000000001,True,False,False,653,2.591050582511252,0.3669918394488966
1.0,1.8142857142857143,0.12,True,False,False,763,2.6401719378059227,0.3915004604671869
1.0,1.9285714285714286,0.06,False,True,True,0,0.0,0.0
1.0,1.9285714285714286,0.065,False,True,True,0,0.0,0.0
1.0,1.8142857142857143,0.14,True,False,False,890,2.675762723535398,0.40604180868767265
1.0,1.8142857142857143,0.135,True,False,False,857,2.674754830912687,0.408828259693922
1.0,1.8142857142857143,0.125,True,False,False,769,2.6312207394693683,0.38687454546095623
1.0,1.9285714285714286,0.07,False,True,False,108,0.0,0.0
1.0,1.8142857142857143,0.13,True,False,False,796,2.670300433107335,0.4068111414558917
1.0,1.9285714285714286,0.07500000000000001,False,True,False,246,0.0,0.0
1.0,1.9285714285714286,0.08,True,False,False,301,2.3891390083602997,0.2700424302062597
