rr,phi,alpha,seed,termination_reason,steps_run,population_final,ai_generation_final,L_t_final,U_sys_final,integral_U_sys,u_sys_tail_estimate,u_sys_total_estimate
0.062,10.0,2.0,1,extinction,520,0,78,0.0019344076553786554,0.07474129529847282,27768.764142200827,1.6714465134680494,27770.435588714296
0.062,10.0,1.0,2,extinction,679,0,100,0.0007485045614311891,0.02586325883090121,34348.27451864807,0.340873207941198,34348.61539185601
0.062,10.0,0.5,3,extinction,976,0,101,0.0028036387334072267,0.08427980828270569,31319.537714780705,0.017487519821461576,31319.555202300526
0.062,10.0,0.5,4,extinction,946,0,121,0.002665311441923884,0.08019244792166277,42204.33217834853,0.023605997068858835,42204.3557843456
0.062,10.0,0.5,0,extinction,1287,0,170,0.002770048708970705,0.08310438753851292,59951.77189945178,0.0007799535670863966,59951.772679405345
0.062,10.0,2.0,2,extinction,679,0,100,0.0001,0.0064086505713654195,34348.264791343936,0.340873207941198,34348.60566455188
0.062,15.0,0.5,1,extinction,520,0,87,0.0028036387334072267,0.14287257960806218,42652.91298449097,1.6715179981325559,42654.5845024891
0.062,10.0,1.0,4,extinction,946,0,121,0.0014587229654437436,0.0439961314968237,42204.31408019032,0.023605997068858835,42204.33768618739
0.062,10.0,1.0,3,extinction,976,0,101,0.0021957321650039057,0.06604352817715559,31319.52859664065,0.017487519821461576,31319.546084160473
0.062,10.0,1.0,0,extinction,1287,0,170,0.002499995673237149,0.07500327156297235,59951.76784889379,0.0007799535670863966,59951.768628847356
0.062,15.0,0.5,2,extinction,679,0,112,0.002482256914789762,0.11510673814497728,52909.42256483344,0.34087166732316637,52909.76343650076
0.062,10.0,2.0,4,extinction,946,0,121,0.0004369407337380467,0.013343797501400877,42204.29875402332,0.023605997068858835,42204.32236002039
0.062,10.0,2.0,3,extinction,976,0,101,0.0013467717218441538,0.040575995426758334,31319.515862874276,0.017487519821461576,31319.533350394096
0.062,15.0,1.0,1,extinction,520,0,87,0.0021957321650039057,0.115518159449737,42652.899307280895,1.6715179981325559,42654.57082527903
0.062,10.0,2.0,0,extinction,1287,0,170,0.0020363056179701095,0.061093385661414465,59951.760893950835,0.0007799535670863966,59951.7616739044
0.062,15.0,1.0,2,extinction,679,0,112,0.0010847787452182176,0.05222221331555653,52909.391122571025,0.34087166732316637,52909.73199423835
0.062,15.0,2.0,1,extinction,520,0,87,0.0013467717218441538,0.07731686032414113,42652.88020663133,1.6715179981325559,42654.55172462946
0.062,15.0,0.5,3,extinction,976,0,119,0.0008613481451073029,0.038934978892043004,49520.07391397221,0.01748814236481424,49520.09140211458
0.062,15.0,0.5,4,extinction,946,0,143,0.0019344076553786554,0.08727629197694457,67141.80518718618,0.023604673125609963,67141.82879185931
0.062,15.0,0.5,0,extinction,1287,0,195,0.000570122775860219,0.025663001869570337,93811.30853347531,0.0007799894898461588,93811.30931346481
0.062,15.0,2.0,2,extinction,679,0,112,0.00020717151559901994,0.012731139448987466,52909.37137703409,0.34087166732316637,52909.71224870141
0.062,15.0,1.0,4,extinction,946,0,143,0.0019344076553786554,0.08727629197694457,67141.80518718618,0.023604673125609963,67141.82879185931
0.062,15.0,1.0,3,extinction,976,0,119,0.0001,0.0046748153572803205,49520.056783890446,0.01748814236481424,49520.07427203281
0.062,15.0,1.0,0,extinction,1287,0,195,0.0001,0.004507743251127742,93811.297955846,0.0007799894898461588,93811.2987358355
0.064,5.0,0.5,3,extinction,768,0,81,0.0009000000000000001,0.014896874096290038,19457.7606179705,0.13995735563980155,19457.90057532614
0.062,15.0,2.0,4,extinction,946,0,143,0.0019344076553786554,0.08727629197694457,67141.80518718618,0.023604673125609963,67141.82879185931
0.062,15.0,2.0,3,extinction,976,0,119,0.0001,0.0046748153572803205,49520.056783890446,0.01748814236481424,49520.07427203281
0.062,15.0,2.0,0,extinction,1287,0,195,0.0001,0.004507743251127742,93811.297955846,0.0007799894898461588,93811.2987358355
0.064,5.0,0.5,4,extinction,801,0,80,0.0009000000000000001,0.014503487186270281,19957.592466117214,0.10061866463782598,19957.69308478185
0.064,5.0,1.0,3,extinction,768,0,81,0.0009000000000000001,0.014896874096290038,19457.7606179705,0.13995735563980155,19457.90057532614
0.064,5.0,1.0,4,extinction,801,0,80,0.0009000000000000001,0.014503487186270281,19957.592466117214,0.10061866463782598,19957.69308478185
0.064,5.0,0.5,0,extinction,1457,0,104,0.0009000000000000001,0.01349872518518657,22622.133409867605,0.00014246452945487488,22622.133552332136
0.064,5.0,0.5,2,extinction,1582,0,90,0.0009000000000000001,0.013497708707602734,21702.181392978808,4.08167710712515e-05,21702.18143379558
