dependency_rate,capture_strength,rotation_interval,defense_active,defense_mode,seed,survived,collapsed,extinct,final_population,final_ai_generation,avg_validator_dependency,max_validator_dependency,yield_condition_met_count,yield_condition_blocked_count,capture_rate,final_avg_U_sys,final_avg_L_t
0.02,0.7,10,True,monitoring_only,1162502392,True,False,False,537,197,0.45000000000000007,0.5800000000000002,279,83,0.2974910394265233,4.2271724898348637e+36,8.454353484092391e+34
0.02,0.7,10,True,monitoring_only,103612423,True,False,False,472,206,0.45000000000000007,0.5800000000000002,269,64,0.2379182156133829,1.3050397370356052e+38,2.6100820986623275e+36
0.02,0.7,10,True,monitoring_only,1159199925,True,False,False,474,193,0.45000000000000007,0.5800000000000002,274,82,0.29927007299270075,1.1769806389570134e+36,2.353963646393865e+34
0.02,0.7,10,True,monitoring_only,154713453,True,False,False,510,196,0.45000000000000007,0.5800000000000002,275,80,0.2909090909090909,2.0964683743933264e+36,4.192940964921996e+34
0.02,0.7,10,True,monitoring_only,1032460331,True,False,False,481,208,0.45000000000000007,0.5800000000000002,280,73,0.26071428571428573,3.4296615880267494e+38,6.85933007599324e+36
0.02,0.7,10,True,monitoring_only,1585052302,True,False,False,524,206,0.45000000000000007,0.5800000000000002,277,72,0.259927797833935,1.7886248651595712e+38,3.5772533289782915e+36
0.02,0.7,10,True,monitoring_only,1639912904,True,False,False,542,205,0.45000000000000007,0.5800000000000002,285,81,0.28421052631578947,1.0753119198189324e+38,2.1506260014483738e+36
0.02,0.7,10,True,monitoring_only,912293944,True,False,False,522,201,0.45000000000000007,0.5800000000000002,287,87,0.30313588850174217,1.8841711837804746e+37,3.768346158711804e+35
0.02,0.7,10,True,monitoring_only,908360417,True,False,False,492,186,0.45000000000000007,0.5800000000000002,271,86,0.3173431734317343,7.836961422101051e+34,1.567393862163744e+33
0.02,0.7,10,True,monitoring_only,1280976884,True,False,False,473,218,0.45000000000000007,0.5800000000000002,275,58,0.2109090909090909,1.5788131364884455e+40,3.1576294482225974e+38
0.02,0.7,10,True,monitoring_only,2143951924,True,False,False,499,204,0.45000000000000007,0.5800000000000002,277,74,0.26714801444043323,9.887819524076377e+37,1.9775658924449754e+36
0.02,0.7,10,True,monitoring_only,128275936,True,False,False,513,195,0.45000000000000007,0.5800000000000002,275,81,0.29454545454545455,1.3803847116788023e+36,2.760772198678663e+34
0.02,0.7,10,True,monitoring_only,2022460555,True,False,False,511,212,0.45000000000000007,0.5800000000000002,286,75,0.26223776223776224,1.4924724469078102e+39,2.9849478957779997e+37
0.02,0.7,10,True,monitoring_only,1022321985,True,False,False,534,197,0.45000000000000007,0.5800000000000002,278,82,0.2949640287769784,3.254382651373487e+36,6.508771850257558e+34
0.02,0.7,10,True,monitoring_only,2056905062,True,False,False,495,211,0.45000000000000007,0.5800000000000002,278,68,0.2446043165467626,9.818196991132685e+38,1.9636413735231413e+37
0.02,0.7,10,True,monitoring_only,1549755255,True,False,False,503,203,0.45000000000000007,0.5800000000000002,285,83,0.2912280701754386,3.561488630724194e+37,7.12298442860165e+35
0.02,0.7,10,True,monitoring_only,360935646,True,False,False,506,191,0.45000000000000007,0.5800000000000002,289,99,0.34256055363321797,3.9726600069815835e+35,7.945328002528167e+33
0.02,0.7,10,True,monitoring_only,331370573,True,False,False,483,186,0.45000000000000007,0.5800000000000002,262,77,0.29389312977099236,5.388678107074771e+34,1.0777367059427766e+33
0.02,0.7,10,True,monitoring_only,1421256822,True,False,False,542,178,0.45000000000000007,0.5800000000000002,238,61,0.25630252100840334,1.859293992190936e+33,3.7185917207828186e+31
0.02,0.7,10,True,monitoring_only,1945268210,True,False,False,441,208,0.45000000000000007,0.5800000000000002,273,66,0.24175824175824176,2.5967549076468292e+38,5.1935150388386555e+36
0.02,0.7,10,True,monitoring_only,698293924,True,False,False,480,209,0.45000000000000007,0.5800000000000002,284,76,0.2676056338028169,4.6762596273681056e+38,9.352528666868058e+36
0.02,0.7,10,True,monitoring_only,1480896561,True,False,False,507,200,0.45000000000000007,0.5800000000000002,263,64,0.24334600760456274,1.4202584156338724e+37,2.840519689356574e+35
0.02,0.7,10,True,monitoring_only,1394857612,True,False,False,520,197,0.45000000000000007,0.5800000000000002,273,77,0.28205128205128205,3.548172063552859e+36,7.096351267045713e+34
0.02,0.7,10,True,monitoring_only,345758110,True,False,False,504,187,0.45000000000000007,0.5800000000000002,254,68,0.2677165354330709,6.539763929301434e+34,1.3079541025300797e+33
0.02,0.7,10,True,monitoring_only,1378117070,True,False,False,523,197,0.45000000000000007,0.5800000000000002,274,78,0.2846715328467153,6.321033787487355e+36,1.2642080286203965e+35
0.02,0.7,10,True,monitoring_only,550306663,True,False,False,496,211,0.45000000000000007,0.5800000000000002,288,78,0.2708333333333333,9.003229247344138e+38,1.800647662074862e+37
0.02,0.7,10,True,monitoring_only,807987478,True,False,False,500,194,0.45000000000000007,0.5800000000000002,270,77,0.2851851851851852,9.960207919037687e+35,1.9920435862160457e+34
0.02,0.7,10,True,monitoring_only,317964244,True,False,False,442,190,0.45000000000000007,0.5800000000000002,276,87,0.31521739130434784,2.88269881995265e+35,5.765403443744879e+33
0.02,0.7,10,True,monitoring_only,524917277,True,False,False,498,203,0.45000000000000007,0.5800000000000002,281,79,0.28113879003558717,4.814932532543513e+37,9.629874743844212e+35
0.02,0.7,10,True,monitoring_only,1191044151,True,False,False,516,200,0.45000000000000007,0.5800000000000002,280,81,0.2892857142857143,1.1684961136678137e+37,2.3369945777618416e+35
0.02,0.7,10,True,monitoring_only,1791296007,True,False,False,486,200,0.45000000000000007,0.5800000000000002,275,76,0.27636363636363637,1.8296425781412119e+37,3.659288837360727e+35
0.02,0.7,10,True,monitoring_only,527405725,True,False,False,454,212,0.45000000000000007,0.5800000000000002,285,74,0.2596491228070175,1.643375080144301e+39,3.286753469570315e+37
0.02,0.7,10,True,monitoring_only,1102913747,True,False,False,495,190,0.45000000000000007,0.5800000000000002,267,78,0.29213483146067415,2.37485622722477e+35,4.749717229239197e+33
0.02,0.7,10,True,monitoring_only,1961905059,True,False,False,535,186,0.45000000000000007,0.5800000000000002,257,72,0.2801556420233463,3.90448529343098e+34,7.808978440235722e+32
0.02,0.7,10,True,both,2008934979,True,False,False,497,226,0.09,0.18,256,31,0.12109375,6.13783563690758e+41,1.2275683623055294e+40
0.02,0.7,10,True,monitoring_only,1777041793,True,False,False,542,198,0.45000000000000007,0.5800000000000002,287,90,0.313588850174216,4.5286624273880796e+36,9.057333959904668e+34
0.02,0.7,10,True,monitoring_only,1809850514,True,False,False,484,209,0.45000000000000007,0.5800000000000002,288,80,0.2777777777777778,5.983332055995715e+38,1.196667615296143e+37
0.02,0.7,10,True,monitoring_only,1631492274,True,False,False,552,205,0.45000000000000007,0.5800000000000002,277,73,0.26353790613718414,1.0517851370689657e+38,2.1035723883849778e+36
0.02,0.7,10,True,both,14668111,True,False,False,516,244,0.09,0.18,274,31,0.11313868613138686,5.836169646943089e+44,1.167235102644904e+43
0.02,0.7,10,True,both,1955888038,True,False,False,516,251,0.09,0.18,279,29,0.1039426523297491,9.353426495018348e+45,1.8706871810496686e+44
0.02,0.7,10,True,both,26967178,True,False,False,489,236,0.09,0.18,278,43,0.15467625899280577,2.297441480163491e+43,4.5948875846534846e+41
0.02,0.7,10,True,both,564556110,True,False,False,498,260,0.09,0.18,277,18,0.06498194945848375,3.4558686925193995e+47,6.91174433095364e+45
0.02,0.7,10,True,both,1828692058,True,False,False,451,250,0.09,0.18,278,29,0.10431654676258993,5.410631911067896e+45,1.0821274713282088e+44
0.02,0.7,10,True,both,2140001249,True,False,False,482,236,0.09,0.18,266,31,0.11654135338345864,1.99797199775273e+43,3.995948017761122e+41
0.02,0.7,10,True,both,1439614326,True,False,False,475,255,0.09,0.18,274,20,0.072992700729927,4.436770782128843e+46,8.873550499212398e+44
0.02,0.7,10,True,both,2033363957,True,False,False,534,243,0.09,0.18,269,27,0.10037174721189591,3.762259651234292e+44,7.524526868372845e+42
0.02,0.7,10,True,both,1175684845,True,False,False,526,226,0.09,0.18,257,32,0.1245136186770428,4.346693750759193e+41,8.693396238681814e+39
0.02,0.7,10,True,both,19719885,True,False,False,559,251,0.09,0.18,289,39,0.13494809688581316,1.2538598787789766e+46,2.5077222794316557e+44
0.02,0.7,10,True,both,1254108555,True,False,False,489,236,0.09,0.18,262,27,0.10305343511450382,2.742581528784865e+43,5.4851685779553716e+41
0.02,0.7,10,True,both,1094680250,True,False,False,488,244,0.09,0.18,272,29,0.10661764705882353,5.153980115638303e+44,1.030797059313508e+43
0.02,0.7,10,True,both,982835855,True,False,False,539,258,0.09,0.18,281,24,0.08540925266903915,1.6254278715239592e+47,3.250859011805903e+45
0.02,0.7,10,True,both,2118047014,True,False,False,396,255,0.09,0.18,287,33,0.11498257839721254,4.89487514415949e+46,9.789760165932033e+44
0.02,0.7,10,True,both,1257640063,True,False,False,511,228,0.09,0.18,273,46,0.1684981684981685,8.253603684911593e+41,1.6507223978245387e+40
0.02,0.7,10,True,both,212169329,True,False,False,512,233,0.09,0.18,261,29,0.1111111111111111,6.109050735371636e+42,1.2218113754763846e+41
0.02,0.7,10,True,both,924677681,True,False,False,523,233,0.09,0.18,270,38,0.14074074074074075,6.48038308972542e+42,1.2960779208322914e+41
0.02,0.7,10,True,both,1562589054,True,False,False,581,250,0.09,0.18,282,33,0.11702127659574468,8.952622766338219e+45,1.790526352663363e+44
0.02,0.7,10,True,both,2004352196,True,False,False,465,246,0.09,0.18,271,26,0.0959409594095941,1.2486377504960519e+45,2.497278013850029e+43
0.02,0.7,10,True,both,1610219337,True,False,False,489,244,0.09,0.18,271,28,0.1033210332103321,5.1834902634696005e+44,1.0366990958166888e+43
0.02,0.7,10,True,both,1160296086,True,False,False,484,252,0.09,0.18,276,25,0.09057971014492754,1.2956032866586278e+46,2.5912091832284798e+44
0.02,0.7,10,True,both,1309952738,True,False,False,526,253,0.09,0.18,275,23,0.08363636363636363,2.1686189428433962e+46,4.337242249792483e+44
0.02,0.7,10,True,both,310498759,True,False,False,493,248,0.09,0.18,266,19,0.07142857142857142,2.678284216736463e+45,5.356573821360818e+43
0.02,0.7,10,True,both,1175878643,True,False,False,514,220,0.09,0.18,249,30,0.12048192771084337,3.6253204002237005e+40,7.250648090888897e+38
0.02,0.7,10,True,both,1386416922,True,False,False,492,246,0.09,0.18,269,24,0.08921933085501858,1.1836781850116004e+45,2.3673587529029484e+43
0.02,0.7,10,True,both,1770181502,True,False,False,460,245,0.09,0.18,281,37,0.13167259786476868,7.38111215603859e+44,1.4762239162204532e+43
0.02,0.7,10,True,both,1776277863,True,False,False,503,234,0.09,0.18,268,35,0.13059701492537312,8.79866932056409e+42,1.759735634830806e+41
0.02,0.7,10,True,both,393006941,True,False,False,450,243,0.09,0.18,268,26,0.09701492537313433,3.207647756428159e+44,6.415301970039522e+42
0.02,0.7,10,True,both,779009254,True,False,False,530,247,0.09,0.18,277,31,0.11191335740072202,2.2266021700576436e+45,4.453208819215549e+43
0.02,0.7,10,True,both,283711055,True,False,False,547,255,0.09,0.18,278,24,0.08633093525179857,5.019300541507749e+46,1.0038611183422564e+45
0.02,0.7,10,True,both,1756331364,True,False,False,528,249,0.09,0.18,279,31,0.1111111111111111,7.792339357202539e+45,1.558469438465807e+44
0.02,0.7,10,True,both,709280109,True,False,False,481,253,0.09,0.18,278,26,0.09352517985611511,1.9747440001627276e+46,3.9494919700513394e+44
0.02,0.7,10,True,both,1601987237,True,False,False,479,260,0.09,0.18,287,28,0.0975609756097561,3.990000790929934e+47,7.980009613879677e+45
0.02,0.7,10,True,both,1765194072,True,False,False,557,258,0.09,0.18,288,31,0.1076388888888889,1.7386539903601789e+47,3.477311477729626e+45
0.02,0.7,10,True,both,895393996,True,False,False,547,248,0.09,0.18,281,34,0.12099644128113879,2.962055672534944e+45,5.924117298207057e+43
0.02,0.7,10,True,both,1665838152,True,False,False,488,255,0.09,0.18,281,27,0.09608540925266904,4.448454630704156e+46,8.896918201096115e+44
0.02,0.7,10,True,both,67919808,True,False,False,472,254,0.09,0.18,278,25,0.08992805755395683,3.4585285245903765e+46,6.917064013029306e+44
0.02,0.7,10,True,both,123308586,True,False,False,512,251,0.09,0.18,290,40,0.13793103448275862,9.142985825087115e+45,1.8285990049856744e+44
0.02,0.7,10,True,both,161517909,True,False,False,484,235,0.09,0.18,254,20,0.07874015748031496,1.4538268462076308e+43,2.9076566202831725e+41
0.02,0.7,10,True,both,1144182875,True,False,False,517,245,0.09,0.18,275,31,0.11272727272727273,8.827203805981647e+44,1.7654425359707935e+43
0.02,0.7,10,True,both,1822955051,True,False,False,513,217,0.09,0.18,252,36,0.14285714285714285,1.028846418373321e+40,2.0576949082803884e+38
0.02,0.7,10,True,both,1990462488,True,False,False,505,251,0.09,0.18,279,29,0.1039426523297491,9.121199093643694e+45,1.824241654028265e+44
0.02,0.7,10,True,both,225733232,True,False,False,525,251,0.09,0.18,278,28,0.10071942446043165,9.78396361867172e+45,1.9567946912114305e+44
