action_modified,attack_attempted,attack_succeeded,capture_rate,collapsed,contamination_occurred,defense_active,defense_fired,elapsed_seconds,evaluated_yield_opportunities,extinct,final_population,final_u_sys_v2,honest_yield_opportunities,integrity_tamper_attempted,is_v2_mode,machine,max_total_suppression,min_resilience_stock,mode,n_candidates_v2,parameter_defense_active,parameter_phi,ratified_yields,replicate,rollout_steps_v2,schema_version,seed,steps_completed,steps_requested,succession_blocked,survived,vector,yield_checks,yield_condition_blocked_count,yield_condition_met_count,yield_manipulated
True,True,True,0.0,True,False,False,False,98.01925347512588,0,True,0,0.5715920543726127,0,False,True,linux,1.0,0.3086153788507216,full,300,False,10.0,0,14,20,attack-v2-row-v1,197505884,266,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,94.68755174288526,0,True,0,0.5718906854441655,0,False,True,linux,1.0,0.2897018705383356,full,300,False,15.0,0,14,20,attack-v2-row-v1,764408166,266,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,106.93820458790287,0,False,1,0.9499442498583202,0,False,True,linux,1.0,0.2964420179776764,full,300,False,25.0,0,14,20,attack-v2-row-v1,1004470255,300,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,105.56078657321632,0,True,0,0.450820260391145,0,False,True,linux,1.0,0.2821772810537231,full,300,False,5.0,0,14,20,attack-v2-row-v1,1173150664,290,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,81.39013882586733,0,True,0,0.8416720877831448,0,False,True,linux,1.0,0.30696584154727086,full,300,False,1.0,0,14,20,attack-v2-row-v1,1430659614,227,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,98.80978942802176,0,True,0,0.5290840897330971,0,False,True,linux,1.0,0.2743573972293741,full,300,False,25.0,0,15,20,attack-v2-row-v1,410727853,274,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,102.72533566085622,0,True,0,0.47760616585876986,0,False,True,linux,1.0,0.30534689482657357,full,300,False,15.0,0,15,20,attack-v2-row-v1,482857390,284,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,81.05996316485107,0,True,0,0.8332677659316081,0,False,True,linux,1.0,0.30986636489656605,full,300,False,1.0,0,15,20,attack-v2-row-v1,673652401,228,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,84.07473234087229,0,True,0,0.7930228977006571,0,False,True,linux,1.0,0.2854999884203127,full,300,False,10.0,0,15,20,attack-v2-row-v1,1236769791,233,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,80.11069772113115,0,True,0,0.8499743095050037,0,False,True,linux,1.0,0.3073944537820362,full,300,False,5.0,0,15,20,attack-v2-row-v1,1541582834,226,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,100.8851337810047,0,True,0,0.4835100993772604,0,False,True,linux,1.0,0.31321836701551425,full,300,False,25.0,0,16,20,attack-v2-row-v1,270441024,283,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,104.90852749720216,0,True,0,0.4555551095307715,0,False,True,linux,1.0,0.2952054871724599,full,300,False,5.0,0,16,20,attack-v2-row-v1,1612987275,289,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,86.10238436795771,0,True,0,0.746600878811917,0,False,True,linux,1.0,0.3063597896466143,full,300,False,1.0,0,16,20,attack-v2-row-v1,1620996424,239,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,94.92777058389038,0,True,0,0.6061031153858908,0,False,True,linux,1.0,0.2701396615406541,full,300,False,10.0,0,16,20,attack-v2-row-v1,1678225148,260,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,91.92434818390757,0,True,0,0.6247883681704687,0,False,True,linux,1.0,0.32164306179572494,full,300,False,15.0,0,16,20,attack-v2-row-v1,2106866551,257,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,90.08945616008714,0,True,0,0.6699767840587212,0,False,True,linux,1.0,0.27710470720345093,full,300,False,5.0,0,17,20,attack-v2-row-v1,326023888,250,300,False,False,sub_threshold_drift,0,0,0,False
