action_modified,attack_attempted,attack_succeeded,capture_rate,collapsed,contamination_occurred,defense_active,defense_fired,elapsed_seconds,evaluated_yield_opportunities,extinct,final_population,final_u_sys_v2,honest_yield_opportunities,integrity_tamper_attempted,is_v2_mode,machine,max_total_suppression,min_resilience_stock,mode,n_candidates_v2,parameter_base_transition_cost,parameter_defense_active,ratified_yields,replicate,rollout_steps_v2,schema_version,seed,steps_completed,steps_requested,succession_blocked,survived,vector,yield_checks,yield_condition_blocked_count,yield_condition_met_count,yield_manipulated
False,True,False,0.0,False,False,True,True,88.12731030001305,1,False,311,107.01762882188255,1,False,True,laptop,1.0,0.30146248956136057,full,300,2.5,True,1,7,20,attack-v2-row-v1,45445066,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,89.09800440000254,1,False,294,104.1919640416479,1,False,True,laptop,1.0,0.3167608774038027,full,300,1.5,True,1,7,20,attack-v2-row-v1,677459470,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,87.90995919998386,1,False,380,128.51558835351412,1,False,True,laptop,1.0,0.2907140307831134,full,300,2.0,True,1,7,20,attack-v2-row-v1,1537996214,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,88.57564660001663,1,False,373,129.66745997140586,1,False,True,laptop,1.0,0.3163518763057357,full,300,2.0,True,1,8,20,attack-v2-row-v1,484916789,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,90.13128719999804,1,False,318,108.65934056533996,1,False,True,laptop,1.0,0.3011867345669402,full,300,1.5,True,1,8,20,attack-v2-row-v1,730826054,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,86.99331769999117,1,False,283,97.23728789076586,1,False,True,laptop,1.0,0.307566694788872,full,300,2.5,True,1,8,20,attack-v2-row-v1,1482054583,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,87.04139460000442,1,False,288,101.35055417762179,1,False,True,laptop,1.0,0.3097782546742965,full,300,2.5,True,1,9,20,attack-v2-row-v1,480723451,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,89.72805390000576,1,False,297,102.13913325641916,1,False,True,laptop,1.0,0.3100760635132942,full,300,1.5,True,1,9,20,attack-v2-row-v1,1693254440,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,88.34690210002009,1,False,310,112.23980397371487,1,False,True,laptop,1.0,0.30773595739191695,full,300,2.0,True,1,9,20,attack-v2-row-v1,1807002420,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,86.39462669999921,1,False,351,121.23267635969196,1,False,True,laptop,1.0,0.30409122077416145,full,300,2.5,True,1,10,20,attack-v2-row-v1,230035258,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,89.03070679999655,1,False,323,107.791528845062,1,False,True,laptop,1.0,0.31750234789640525,full,300,2.0,True,1,10,20,attack-v2-row-v1,940044796,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,88.46957020001719,1,False,300,106.70788367772234,1,False,True,laptop,1.0,0.3088088843997813,full,300,1.5,True,1,10,20,attack-v2-row-v1,1488993914,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,86.96408500001417,1,False,357,122.14679355418664,1,False,True,laptop,1.0,0.32033551883036754,full,300,2.5,True,1,11,20,attack-v2-row-v1,1250925580,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,87.98650359999738,1,False,312,104.26484847434769,1,False,True,laptop,1.0,0.2793789370824669,full,300,1.5,True,1,11,20,attack-v2-row-v1,1280796363,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,88.29520590000902,1,False,329,112.07295565146136,1,False,True,laptop,1.0,0.2937774775419931,full,300,2.0,True,1,11,20,attack-v2-row-v1,2066841328,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,87.19028419998358,1,False,332,120.28006684998469,1,False,True,laptop,1.0,0.3037450973151067,full,300,1.5,True,1,12,20,attack-v2-row-v1,764260130,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,88.68160189999617,1,False,329,111.41980049029503,1,False,True,laptop,1.0,0.3062230993632052,full,300,2.0,True,1,12,20,attack-v2-row-v1,970392008,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,87.27304210001603,1,False,386,133.0444051656307,1,False,True,laptop,1.0,0.3301808314533261,full,300,2.5,True,1,12,20,attack-v2-row-v1,1404937536,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,88.04201190001913,1,False,280,102.7406145762558,1,False,True,laptop,1.0,0.28861622362427986,full,300,2.0,True,1,13,20,attack-v2-row-v1,202329104,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,86.26300440001069,1,False,264,93.05294269822485,1,False,True,laptop,1.0,0.3249567664842927,full,300,2.5,True,1,13,20,attack-v2-row-v1,822474149,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,89.00461819997872,1,False,383,132.37996827706397,1,False,True,laptop,1.0,0.29166344457826904,full,300,1.5,True,1,13,20,attack-v2-row-v1,1355056873,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,87.30424880000646,1,False,314,103.52069610297109,1,False,True,laptop,1.0,0.2930008168476312,full,300,1.5,True,1,14,20,attack-v2-row-v1,1089975238,300,300,False,True,successor_contamination,250,0,1,False
