arm,seed,steps_completed,yield_condition_met_count,yield_condition_blocked_count,extinct,collapsed,final_population,final_validator_dependency_mean,final_validator_dependency_max
AS_PUBLISHED,700000250,300,1,0,False,False,513,0.0,0.0
ZERO_STRENGTH,700000251,300,1,0,False,False,448,0.0,0.0
ZERO_DEPENDENCY,700000251,300,1,0,False,False,448,0.0,0.0
AS_PUBLISHED,700000251,300,1,0,False,False,448,0.0,0.0
ZERO_STRENGTH,700000252,300,2,1,False,False,482,0.0,0.0
ZERO_DEPENDENCY,700000252,300,2,1,False,False,482,0.0,0.0
AS_PUBLISHED,700000252,300,2,1,False,False,482,0.0,0.0
ZERO_STRENGTH,700000253,300,2,1,False,False,429,0.0,0.0
ZERO_DEPENDENCY,700000253,300,2,1,False,False,429,0.0,0.0
AS_PUBLISHED,700000253,300,2,1,False,False,429,0.0,0.0
ZERO_STRENGTH,700000254,300,1,0,False,False,482,0.0,0.0
ZERO_DEPENDENCY,700000254,300,1,0,False,False,482,0.0,0.0
AS_PUBLISHED,700000254,300,1,0,False,False,482,0.0,0.0
ZERO_STRENGTH,700000255,300,1,0,False,False,474,0.0,0.0
ZERO_DEPENDENCY,700000255,300,1,0,False,False,474,0.0,0.0
AS_PUBLISHED,700000255,300,1,0,False,False,474,0.0,0.0
ZERO_STRENGTH,700000256,300,1,0,False,False,503,0.0,0.0
ZERO_DEPENDENCY,700000256,300,1,0,False,False,503,0.0,0.0
AS_PUBLISHED,700000256,300,1,0,False,False,503,0.0,0.0
ZERO_STRENGTH,700000257,300,1,0,False,False,485,0.0,0.0
ZERO_DEPENDENCY,700000257,300,1,0,False,False,485,0.0,0.0
AS_PUBLISHED,700000257,300,1,0,False,False,485,0.0,0.0
ZERO_STRENGTH,700000258,300,1,0,False,False,443,0.0,0.0
ZERO_DEPENDENCY,700000258,300,1,0,False,False,443,0.0,0.0
AS_PUBLISHED,700000258,300,1,0,False,False,443,0.0,0.0
ZERO_STRENGTH,700000259,300,1,0,False,False,475,0.0,0.0
ZERO_DEPENDENCY,700000259,300,1,0,False,False,475,0.0,0.0
AS_PUBLISHED,700000259,300,1,0,False,False,475,0.0,0.0
ZERO_STRENGTH,700000260,300,1,0,False,False,520,0.0,0.0
ZERO_DEPENDENCY,700000260,300,1,0,False,False,520,0.0,0.0
AS_PUBLISHED,700000260,300,1,0,False,False,520,0.0,0.0
ZERO_STRENGTH,700000261,300,1,0,False,False,492,0.0,0.0
ZERO_DEPENDENCY,700000261,300,1,0,False,False,492,0.0,0.0
AS_PUBLISHED,700000261,300,1,0,False,False,492,0.0,0.0
ZERO_STRENGTH,700000262,300,1,0,False,False,467,0.0,0.0
ZERO_DEPENDENCY,700000262,300,1,0,False,False,467,0.0,0.0
AS_PUBLISHED,700000262,300,1,0,False,False,467,0.0,0.0
ZERO_STRENGTH,700000263,300,1,0,False,False,457,0.0,0.0
ZERO_DEPENDENCY,700000263,300,1,0,False,False,457,0.0,0.0
AS_PUBLISHED,700000263,300,1,0,False,False,457,0.0,0.0
ZERO_STRENGTH,700000264,300,1,0,False,False,452,0.0,0.0
ZERO_DEPENDENCY,700000264,300,1,0,False,False,452,0.0,0.0
AS_PUBLISHED,700000264,300,1,0,False,False,452,0.0,0.0
ZERO_STRENGTH,700000265,300,1,0,False,False,460,0.0,0.0
ZERO_DEPENDENCY,700000265,300,1,0,False,False,460,0.0,0.0
AS_PUBLISHED,700000265,300,1,0,False,False,460,0.0,0.0
ZERO_STRENGTH,700000266,300,1,0,False,False,434,0.0,0.0
ZERO_DEPENDENCY,700000266,300,1,0,False,False,434,0.0,0.0
AS_PUBLISHED,700000266,300,1,0,False,False,434,0.0,0.0
ZERO_STRENGTH,700000267,300,2,1,False,False,436,0.0,0.0
ZERO_DEPENDENCY,700000267,300,2,1,False,False,436,0.0,0.0
AS_PUBLISHED,700000267,300,2,1,False,False,436,0.0,0.0
ZERO_STRENGTH,700000268,300,1,0,False,False,478,0.0,0.0
ZERO_DEPENDENCY,700000268,300,1,0,False,False,478,0.0,0.0
AS_PUBLISHED,700000268,300,1,0,False,False,478,0.0,0.0
ZERO_STRENGTH,700000269,300,1,0,False,False,436,0.0,0.0
ZERO_DEPENDENCY,700000269,300,1,0,False,False,436,0.0,0.0
AS_PUBLISHED,700000269,300,1,0,False,False,436,0.0,0.0
ZERO_STRENGTH,700000270,300,2,1,False,False,503,0.0,0.0
ZERO_DEPENDENCY,700000270,300,2,1,False,False,503,0.0,0.0
AS_PUBLISHED,700000270,300,2,1,False,False,503,0.0,0.0
ZERO_STRENGTH,700000271,300,2,1,False,False,403,0.0,0.0
ZERO_DEPENDENCY,700000271,300,2,1,False,False,403,0.0,0.0
AS_PUBLISHED,700000271,300,2,1,False,False,403,0.0,0.0
ZERO_STRENGTH,700000272,300,1,0,False,False,474,0.0,0.0
ZERO_DEPENDENCY,700000272,300,1,0,False,False,474,0.0,0.0
AS_PUBLISHED,700000272,300,1,0,False,False,474,0.0,0.0
ZERO_STRENGTH,700000273,300,1,0,False,False,457,0.0,0.0
ZERO_DEPENDENCY,700000273,300,1,0,False,False,457,0.0,0.0
AS_PUBLISHED,700000273,300,1,0,False,False,457,0.0,0.0
ZERO_STRENGTH,700000274,300,1,0,False,False,497,0.0,0.0
ZERO_DEPENDENCY,700000274,300,1,0,False,False,497,0.0,0.0
AS_PUBLISHED,700000274,300,1,0,False,False,497,0.0,0.0
ZERO_STRENGTH,700000275,300,1,0,False,False,447,0.0,0.0
ZERO_DEPENDENCY,700000275,300,1,0,False,False,447,0.0,0.0
AS_PUBLISHED,700000275,300,1,0,False,False,447,0.0,0.0
ZERO_STRENGTH,700000276,300,1,0,False,False,444,0.0,0.0
ZERO_DEPENDENCY,700000276,300,1,0,False,False,444,0.0,0.0
AS_PUBLISHED,700000276,300,1,0,False,False,444,0.0,0.0
ZERO_STRENGTH,700000277,300,1,0,False,False,471,0.0,0.0
ZERO_DEPENDENCY,700000277,300,1,0,False,False,471,0.0,0.0
AS_PUBLISHED,700000277,300,1,0,False,False,471,0.0,0.0
ZERO_STRENGTH,700000278,300,1,0,False,False,511,0.0,0.0
ZERO_DEPENDENCY,700000278,300,1,0,False,False,511,0.0,0.0
AS_PUBLISHED,700000278,300,1,0,False,False,511,0.0,0.0
ZERO_STRENGTH,700000279,300,1,0,False,False,442,0.0,0.0
ZERO_DEPENDENCY,700000279,300,1,0,False,False,442,0.0,0.0
AS_PUBLISHED,700000279,300,1,0,False,False,442,0.0,0.0
ZERO_STRENGTH,700000280,300,1,0,False,False,411,0.0,0.0
ZERO_DEPENDENCY,700000280,300,1,0,False,False,411,0.0,0.0
AS_PUBLISHED,700000280,300,1,0,False,False,411,0.0,0.0
ZERO_STRENGTH,700000281,300,1,0,False,False,487,0.0,0.0
ZERO_DEPENDENCY,700000281,300,1,0,False,False,487,0.0,0.0
AS_PUBLISHED,700000281,300,1,0,False,False,487,0.0,0.0
ZERO_STRENGTH,700000282,300,1,0,False,False,530,0.0,0.0
ZERO_DEPENDENCY,700000282,300,1,0,False,False,530,0.0,0.0
AS_PUBLISHED,700000282,300,1,0,False,False,530,0.0,0.0
ZERO_STRENGTH,700000283,300,1,0,False,False,423,0.0,0.0
ZERO_DEPENDENCY,700000283,300,1,0,False,False,423,0.0,0.0
AS_PUBLISHED,700000283,300,1,0,False,False,423,0.0,0.0
ZERO_STRENGTH,700000284,300,1,0,False,False,562,0.0,0.0
ZERO_DEPENDENCY,700000284,300,1,0,False,False,562,0.0,0.0
AS_PUBLISHED,700000284,300,1,0,False,False,562,0.0,0.0
ZERO_STRENGTH,700000285,300,1,0,False,False,457,0.0,0.0
ZERO_DEPENDENCY,700000285,300,1,0,False,False,457,0.0,0.0
AS_PUBLISHED,700000285,300,1,0,False,False,457,0.0,0.0
ZERO_STRENGTH,700000286,300,1,0,False,False,471,0.0,0.0
ZERO_DEPENDENCY,700000286,300,1,0,False,False,471,0.0,0.0
AS_PUBLISHED,700000286,300,1,0,False,False,471,0.0,0.0
ZERO_STRENGTH,700000287,300,1,0,False,False,471,0.0,0.0
ZERO_DEPENDENCY,700000287,300,1,0,False,False,471,0.0,0.0
AS_PUBLISHED,700000287,300,1,0,False,False,471,0.0,0.0
ZERO_STRENGTH,700000288,300,1,0,False,False,515,0.0,0.0
ZERO_DEPENDENCY,700000288,300,1,0,False,False,515,0.0,0.0
AS_PUBLISHED,700000288,300,1,0,False,False,515,0.0,0.0
ZERO_STRENGTH,700000289,300,1,0,False,False,453,0.0,0.0
ZERO_DEPENDENCY,700000289,300,1,0,False,False,453,0.0,0.0
AS_PUBLISHED,700000289,300,1,0,False,False,453,0.0,0.0
ZERO_STRENGTH,700000290,300,1,0,False,False,474,0.0,0.0
ZERO_DEPENDENCY,700000290,300,1,0,False,False,474,0.0,0.0
AS_PUBLISHED,700000290,300,1,0,False,False,474,0.0,0.0
ZERO_STRENGTH,700000291,300,2,1,False,False,429,0.0,0.0
ZERO_DEPENDENCY,700000291,300,2,1,False,False,429,0.0,0.0
AS_PUBLISHED,700000291,300,4,3,False,False,468,0.0,0.0
ZERO_STRENGTH,700000292,300,1,0,False,False,481,0.0,0.0
ZERO_DEPENDENCY,700000292,300,1,0,False,False,481,0.0,0.0
AS_PUBLISHED,700000292,300,2,1,False,False,411,0.0,0.0
ZERO_STRENGTH,700000293,300,1,0,False,False,487,0.0,0.0
ZERO_DEPENDENCY,700000293,300,1,0,False,False,487,0.0,0.0
AS_PUBLISHED,700000293,300,2,1,False,False,473,0.0,0.0
ZERO_STRENGTH,700000294,300,1,0,False,False,458,0.0,0.0
ZERO_DEPENDENCY,700000294,300,1,0,False,False,458,0.0,0.0
AS_PUBLISHED,700000294,300,1,0,False,False,458,0.0,0.0
ZERO_STRENGTH,700000295,300,1,0,False,False,466,0.0,0.0
ZERO_DEPENDENCY,700000295,300,1,0,False,False,466,0.0,0.0
AS_PUBLISHED,700000295,300,1,0,False,False,466,0.0,0.0
ZERO_STRENGTH,700000296,300,1,0,False,False,489,0.0,0.0
ZERO_DEPENDENCY,700000296,300,1,0,False,False,489,0.0,0.0
AS_PUBLISHED,700000296,300,1,0,False,False,489,0.0,0.0
ZERO_STRENGTH,700000297,300,1,0,False,False,454,0.0,0.0
ZERO_DEPENDENCY,700000297,300,1,0,False,False,454,0.0,0.0
AS_PUBLISHED,700000297,300,1,0,False,False,454,0.0,0.0
ZERO_STRENGTH,700000298,300,1,0,False,False,406,0.0,0.0
ZERO_DEPENDENCY,700000298,300,1,0,False,False,406,0.0,0.0
AS_PUBLISHED,700000298,300,1,0,False,False,406,0.0,0.0
ZERO_STRENGTH,700000299,300,1,0,False,False,457,0.0,0.0
ZERO_DEPENDENCY,700000299,300,1,0,False,False,457,0.0,0.0
AS_PUBLISHED,700000299,300,1,0,False,False,457,0.0,0.0
