sample_idx,WELFARE_URGENCY_CAP,AGENCY_URGENCY_CAP,INSTITUTION_URGENCY_CAP,RESILIENCE_URGENCY_CAP,SUPPRESSION_PENALTY_CAP_MULTIPLIER,K_WELFARE_VIABILITY,K_WELFARE_CAPACITY,K_WELFARE_SHRINKAGE,K_WELFARE_AVG_WB_TREND,K_WELFARE_POP_TREND,K_AGENCY_VIABILITY,K_AGENCY_SHRINKAGE,K_AGENCY_POP_TREND,K_INSTITUTION_VIABILITY,K_INSTITUTION_CAPACITY,K_INSTITUTION_SHRINKAGE,K_INSTITUTION_GROWTH,K_INSTITUTION_POP_TREND,K_INSTITUTION_PSI_TREND,K_RESILIENCE_VIABILITY,K_RESILIENCE_CAPACITY,K_RESILIENCE_SHRINKAGE,K_RESILIENCE_GROWTH,K_RESILIENCE_DEFICIT_CONTRIBUTION,K_RESILIENCE_POP_TREND,K_RESILIENCE_RES_TREND,K_SUPPRESSION_VIABILITY,K_SUPPRESSION_CAPACITY,K_SUPPRESSION_SHRINKAGE,K_SUPPRESSION_POP_TREND,K_SUPPRESSION_PSI_TREND,mean_final_population,min_final_population,pairs_above_threshold,max_cosine_distance,mean_cosine_distance,welfare_mean_to_cap,agency_mean_to_cap,institution_mean_to_cap,resilience_mean_to_cap,suppression_mean_to_cap,criterion_1_pass,criterion_2_pass,criterion_3_pass,overall_good,wall_clock_sec,error
5346,3.193303,2.809684,1.429424,2.878137,2.043690,0.142100,0.403232,0.480911,0.076548,0.063184,0.318375,0.486306,0.198265,0.286436,0.153056,0.479297,0.208296,0.276684,0.214412,0.493877,0.018549,0.129168,0.287848,0.177205,0.133570,0.078822,0.387357,0.179365,0.358782,0.097814,0.151837,18.000000,9.000000,0,0.000547,0.000273,0.922696,0.618565,0.959707,0.563934,0.624203,0,0,0,0,87.699254,
5349,3.769248,0.976624,1.937940,2.824631,2.547605,0.434604,0.062453,0.132203,0.295396,0.157708,0.565249,0.383833,0.090273,0.125777,0.100653,0.388911,0.134534,0.248074,0.071282,0.526823,0.495931,0.116718,0.096529,0.085287,0.096816,0.231515,0.859752,0.492470,0.048042,0.008294,0.093163,19.400000,13.000000,0,0.005676,0.001988,0.784639,1.023936,0.818949,0.544428,0.483467,0,0,0,0,70.197359,
5344,2.609772,2.348776,2.381389,3.532571,3.034238,0.615411,0.253270,0.291502,0.165308,0.198583,0.519592,0.123059,0.109186,0.029989,0.872027,0.589990,0.251638,0.150284,0.152452,0.163706,0.246359,0.396936,0.366619,0.255412,0.025318,0.320590,0.203758,0.391945,0.624775,0.176153,0.249066,28.400000,21.000000,0,0.001801,0.000746,0.951070,0.615844,0.675197,0.462199,0.454459,0,0,0,0,112.200275,
5345,4.639157,1.833923,3.297171,1.016367,1.462419,0.316036,0.242516,0.542253,0.000908,0.000577,0.164084,0.328914,0.046204,0.487782,0.291120,0.102118,0.023808,0.144436,0.364433,0.714518,0.402028,0.005082,0.139314,0.715987,0.271050,0.134031,0.677013,0.080279,0.167210,0.065864,0.071198,16.800000,11.000000,0,0.000916,0.000516,0.694409,0.767214,0.447801,1.000000,0.754552,0,0,0,0,112.041800,
5347,1.058495,1.123798,2.749137,2.420800,3.971913,0.910348,0.101470,0.008761,0.239668,0.136289,0.673772,0.217985,0.060263,0.569656,0.697592,0.256573,0.449734,0.027411,0.002468,0.880565,0.568307,0.272487,0.018281,0.437724,0.153716,0.266557,0.977785,0.364036,0.247266,0.296570,0.124041,84.400000,72.000000,0,0.006688,0.002694,1.000000,0.965975,0.443798,0.686205,0.275995,1,0,0,0,113.826536,
5348,1.982066,2.664658,3.647660,1.782730,3.425444,0.633516,0.442370,0.428071,0.133320,0.043210,0.209859,0.163843,0.152665,0.408572,0.548822,0.340846,0.390684,0.047818,0.258129,0.101072,0.339753,0.473414,0.222343,0.549760,0.187852,0.019931,0.271018,0.057757,0.549036,0.198590,0.195958,44.600000,32.000000,0,0.000843,0.000402,0.976798,0.485132,0.396780,0.954221,0.366462,0,0,0,0,112.174219,
5350,4.336165,1.943784,3.070329,1.686401,1.570876,0.108478,0.339162,0.245989,0.222100,0.119925,0.368683,0.289304,0.141747,0.676383,0.454775,0.011400,0.067297,0.080762,0.121261,0.306057,0.089047,0.241166,0.345059,0.621530,0.229893,0.380656,0.071806,0.279136,0.479896,0.126930,0.283812,15.600000,9.000000,0,0.000979,0.000429,0.621374,0.801383,0.474016,0.985531,0.748473,0,0,0,0,111.760531,
5351,2.412279,1.431080,1.015270,3.670957,2.792994,0.838517,0.156503,0.670287,0.056616,0.080524,0.013188,0.006786,0.004327,0.218161,0.882201,0.674614,0.340962,0.224506,0.308145,0.817807,0.638637,0.349328,0.174007,0.357096,0.064443,0.167897,0.543336,0.217511,0.324993,0.227588,0.030943,34.800000,25.000000,0,0.001493,0.000752,0.947870,0.708270,0.999954,0.533636,0.451264,0,0,0,0,106.222262,
5356,1.481073,2.055060,1.613869,1.249300,2.379939,0.809133,0.304726,0.349690,0.171665,0.097217,0.625550,0.140235,0.029025,0.347951,0.379743,0.544860,0.098750,0.190063,0.183258,0.325976,0.194291,0.050989,0.267528,0.207415,0.296648,0.041145,0.807330,0.119174,0.101484,0.082409,0.238765,58.000000,52.000000,0,0.003287,0.001293,0.997800,0.671032,0.866803,0.994926,0.493589,0,0,0,0,53.964223,
5353,4.139908,1.236097,1.205597,2.018500,3.205976,0.241866,0.004519,0.101520,0.266597,0.058991,0.405973,0.367742,0.172985,0.241395,0.655511,0.434051,0.481873,0.283161,0.089501,0.985449,0.460147,0.458759,0.194254,0.027131,0.218137,0.105195,0.150832,0.018649,0.571332,0.252030,0.094080,17.400000,12.000000,0,0.000653,0.000270,0.610793,0.975158,0.982566,0.893906,0.433912,0,0,0,0,111.914534,
5352,2.110675,2.989591,2.880025,2.682381,1.278400,0.939557,0.499693,0.377221,0.129678,0.141459,0.061523,0.084338,0.085590,0.614851,0.197089,0.295667,0.239001,0.012744,0.277995,0.387762,0.266158,0.068873,0.324766,0.587603,0.085500,0.343322,0.749590,0.453576,0.026428,0.142335,0.215625,44.400000,30.000000,0,0.002022,0.000989,0.970277,0.373858,0.502533,0.645426,0.788206,0,0,0,0,112.298670,
5354,3.692192,2.202251,3.826132,3.903707,3.800155,0.286834,0.343866,0.209346,0.190918,0.021774,0.601792,0.462547,0.021511,0.357983,0.790648,0.056531,0.281596,0.120682,0.139467,0.206089,0.168229,0.332719,0.245726,0.665718,0.052248,0.057659,0.909752,0.240751,0.303188,0.220693,0.277845,23.400000,10.000000,0,0.002242,0.000853,0.723179,0.783900,0.345910,0.500068,0.392345,0,0,1,0,111.165848,
5355,1.557475,1.757021,1.759491,1.547171,2.227775,0.515653,0.151434,0.613478,0.055356,0.179144,0.257233,0.241608,0.133927,0.159954,0.374452,0.629425,0.056237,0.184597,0.328023,0.670902,0.668813,0.195275,0.073098,0.305095,0.260471,0.293825,0.443790,0.302650,0.502386,0.021343,0.006226,47.800000,32.000000,0,0.002065,0.000912,0.995741,0.747715,0.823583,0.969128,0.527844,0,0,0,0,112.767573,
5363,1.353843,1.493055,3.911379,2.763428,3.067723,0.491895,0.375537,0.608269,0.204092,0.117681,0.651407,0.029896,0.161044,0.181110,0.760629,0.238345,0.007786,0.295028,0.353910,0.916900,0.146829,0.106194,0.255317,0.117855,0.140725,0.238300,0.841710,0.102471,0.268224,0.164501,0.027253,54.400000,39.000000,0,0.003234,0.001355,0.997214,0.887764,0.337801,0.596728,0.399732,0,0,0,0,54.100009,
5357,3.268102,1.611979,2.564669,3.393525,3.602704,0.009024,0.190449,0.577540,0.037109,0.102256,0.280983,0.407547,0.117002,0.546406,0.955279,0.147306,0.371895,0.104670,0.396716,0.798602,0.388454,0.413528,0.038648,0.771796,0.018689,0.204296,0.343092,0.431054,0.689818,0.272127,0.042146,27.400000,21.000000,0,0.001284,0.000664,0.927215,0.926879,0.578979,0.702685,0.427379,0,0,0,0,111.046392,
5358,4.836942,2.586732,2.185340,2.278732,2.615800,0.463996,0.413803,0.510239,0.110444,0.164648,0.127653,0.250369,0.064943,0.080573,0.598226,0.524476,0.423800,0.241459,0.246682,0.019366,0.076204,0.287127,0.390123,0.135358,0.179606,0.357875,0.600304,0.340797,0.181389,0.154051,0.185920,12.800000,5.000000,0,0.000967,0.000594,0.750312,0.516819,0.770560,0.659342,0.488824,0,0,1,0,112.070409,
5359,2.913148,0.831090,3.493197,3.114090,1.738522,0.732976,0.090534,0.060989,0.248331,0.034512,0.472116,0.045583,0.177948,0.453600,0.049296,0.211433,0.164261,0.062649,0.033285,0.609241,0.576273,0.177028,0.115857,0.499884,0.126062,0.196685,0.003239,0.155851,0.423974,0.052815,0.139375,27.800000,24.000000,0,0.000515,0.000349,0.880539,1.203239,0.414272,0.619545,0.659264,0,0,0,0,112.587271,
5360,2.783065,2.460214,1.290891,1.648726,3.826296,0.036801,0.222847,0.502750,0.280942,0.155460,0.454843,0.187171,0.006836,0.417328,0.683852,0.604929,0.198068,0.127276,0.203937,0.133757,0.438833,0.232233,0.103850,0.775387,0.279661,0.398772,0.097705,0.138130,0.601642,0.270832,0.199299,25.200000,17.000000,0,0.000795,0.000422,0.942144,0.576062,0.967037,0.998191,0.363060,0,0,0,0,112.029377,
5361,4.968554,0.914111,2.982850,3.790662,1.903584,0.765746,0.280506,0.073923,0.115332,0.044086,0.099293,0.391985,0.143865,0.087621,0.229173,0.130301,0.456172,0.178004,0.015869,0.739256,0.288167,0.373585,0.378107,0.239762,0.033352,0.162281,0.501875,0.326292,0.014665,0.086102,0.077754,17.600000,16.000000,0,0.002024,0.000896,0.595916,1.093959,0.432368,0.506214,0.582302,0,0,0,0,111.888818,
5362,3.394785,2.147691,1.862362,1.925963,1.490477,0.689467,0.120620,0.313512,0.042183,0.081405,0.295966,0.297183,0.099044,0.685390,0.339895,0.453122,0.279496,0.000876,0.165903,0.459899,0.690906,0.499986,0.026445,0.453324,0.162620,0.000646,0.304741,0.417483,0.512144,0.040113,0.298872,16.000000,14.000000,0,0.001383,0.000643,0.884726,0.695042,0.881699,0.955867,0.788800,0,0,0,0,111.895106,
5368,2.282133,2.001016,3.406725,2.134857,2.080769,0.392190,0.024188,0.231601,0.014083,0.110754,0.038772,0.148400,0.186377,0.313652,0.259181,0.281284,0.312269,0.270090,0.129675,0.408463,0.424367,0.309808,0.161020,0.067731,0.210697,0.365053,0.573478,0.199576,0.136207,0.009636,0.232731,34.200000,24.000000,0,0.001542,0.000761,0.957139,0.612385,0.440384,0.738951,0.542594,0,0,0,0,53.884530,
5365,3.564476,1.638081,1.717587,2.370582,1.687758,0.982947,0.461519,0.648374,0.186030,0.188327,0.587658,0.320927,0.187931,0.523881,0.413722,0.363045,0.315174,0.073926,0.322718,0.550912,0.216641,0.261948,0.232931,0.559159,0.198796,0.259673,0.942183,0.223030,0.114625,0.138715,0.058481,15.600000,12.000000,0,0.001965,0.000975,0.923170,0.925452,0.903807,0.884219,0.706986,0,0,0,0,111.877564,
5364,1.683659,2.294865,2.650763,3.033821,2.915388,0.214086,0.034758,0.179898,0.022745,0.012195,0.232225,0.100024,0.050320,0.019178,0.985632,0.323610,0.089296,0.230182,0.109614,0.070474,0.366798,0.155756,0.060307,0.019637,0.107165,0.098207,0.407396,0.288145,0.658130,0.253399,0.255100,40.200000,33.000000,0,0.007995,0.002792,0.991393,0.526913,0.502995,0.397494,0.469720,0,0,0,0,112.258093,
5366,4.009308,2.863056,3.596869,3.505883,2.493589,0.559165,0.183740,0.362834,0.261523,0.126037,0.433474,0.478110,0.042525,0.276730,0.016630,0.040556,0.390222,0.197239,0.272752,0.271676,0.598709,0.387988,0.181266,0.347746,0.073913,0.302375,0.247247,0.001946,0.415573,0.034118,0.164902,17.200000,5.000000,0,0.001258,0.000418,0.848830,0.588867,0.372207,0.516931,0.489060,0,0,0,0,110.883313,
5367,2.241818,1.319102,2.271480,1.148523,3.366002,0.258931,0.319494,0.110460,0.097251,0.074808,0.077937,0.194673,0.105114,0.606006,0.570223,0.689842,0.146831,0.097494,0.059587,0.853737,0.054463,0.029353,0.311776,0.687129,0.241130,0.139745,0.649205,0.440005,0.214996,0.210316,0.118357,50.600000,40.000000,0,0.003131,0.001747,0.957101,0.913987,0.770617,1.000000,0.362927,0,0,0,0,112.340609,
5375,2.740860,1.819131,3.179083,2.067893,2.321842,0.184632,0.433471,0.555189,0.207734,0.016400,0.494868,0.233429,0.075598,0.151881,0.487112,0.195992,0.346969,0.255250,0.384922,0.563026,0.111130,0.452142,0.354603,0.169758,0.169542,0.124972,0.179659,0.378649,0.446984,0.108238,0.009916,23.000000,12.000000,0,0.001848,0.000986,0.944421,0.836248,0.450340,0.891450,0.536477,0,0,0,0,53.547708,
5369,4.467713,1.416272,2.461601,3.175935,3.658661,0.660320,0.472457,0.679227,0.152134,0.090091,0.383264,0.430893,0.073762,0.552694,0.843297,0.405399,0.037169,0.034005,0.341132,0.967088,0.224692,0.170395,0.332070,0.503252,0.076293,0.177006,0.045757,0.264844,0.635866,0.194960,0.054862,11.200000,4.000000,0,0.001396,0.000627,0.863676,0.960918,0.686655,0.676336,0.371508,0,0,0,0,111.890035,
5370,3.895989,2.640240,2.829394,1.287799,3.235380,0.865443,0.132283,0.398623,0.225322,0.027381,0.536701,0.273496,0.119169,0.045157,0.727694,0.082919,0.229635,0.162152,0.291153,0.246446,0.546555,0.045947,0.083738,0.389495,0.252738,0.035922,0.772703,0.479174,0.236812,0.240374,0.172855,13.800000,7.000000,0,0.001707,0.000551,0.868873,0.620755,0.433044,1.000000,0.441059,0,0,0,0,112.034374,
5371,1.854894,1.026260,1.538932,3.272997,1.313229,0.065942,0.371560,0.167098,0.090894,0.173142,0.192099,0.053476,0.031582,0.459626,0.187284,0.647525,0.487220,0.132569,0.079660,0.625321,0.040975,0.433895,0.209548,0.625067,0.043920,0.222019,0.362153,0.040779,0.393072,0.116579,0.145060,51.000000,43.000000,0,0.003498,0.001283,0.978882,0.996379,0.907989,0.598001,0.792109,0,0,0,0,112.723459,
5373,3.065654,1.173451,3.727117,1.415656,2.731294,0.588611,0.285577,0.039492,0.146514,0.145464,0.346074,0.344721,0.017781,0.234438,0.518081,0.172617,0.179374,0.213229,0.048347,0.779852,0.318428,0.215625,0.275636,0.298015,0.286876,0.276003,0.480449,0.161429,0.536588,0.179857,0.109489,22.800000,17.000000,0,0.001645,0.000675,0.882270,0.976150,0.384324,0.985189,0.527328,0,0,0,0,111.732303,
5372,1.184746,2.785283,2.046647,3.929755,1.859528,0.358446,0.218144,0.444735,0.282202,0.053622,0.690684,0.076368,0.129807,0.648484,0.066820,0.562566,0.420293,0.092038,0.234938,0.346289,0.517930,0.327692,0.006079,0.737446,0.007168,0.062981,0.888786,0.349744,0.080401,0.064595,0.212284,62.800000,45.000000,0,0.005972,0.001910,0.999336,0.484333,0.731976,0.467760,0.592322,1,0,0,0,112.448068,
5380,1.846392,2.644257,1.946985,2.423857,2.059357,0.587508,0.239833,0.326656,0.129162,0.190268,0.066412,0.399499,0.028089,0.183657,0.205061,0.154582,0.242493,0.033111,0.375879,0.568754,0.636589,0.176535,0.012403,0.006375,0.257415,0.220054,0.164580,0.100378,0.514397,0.174822,0.297300,42.600000,32.000000,0,0.000829,0.000470,0.985197,0.483014,0.619097,0.637780,0.561204,0,0,0,0,53.888005,
5374,4.508502,2.406024,1.094681,2.527520,3.550034,0.883426,0.063297,0.284016,0.070982,0.183146,0.150362,0.439248,0.162603,0.391354,0.910287,0.495448,0.119657,0.040643,0.198368,0.059090,0.617226,0.091539,0.127307,0.409233,0.115420,0.336045,0.705198,0.063301,0.334069,0.283857,0.262784,12.400000,3.000000,0,0.001163,0.000625,0.818101,0.662032,0.989526,0.601250,0.421023,0,0,0,0,111.513930,
5377,4.501378,1.815652,2.372845,1.681881,2.797895,0.393300,0.446520,0.124969,0.036575,0.153494,0.286984,0.107540,0.171659,0.273804,0.947382,0.266495,0.359613,0.093529,0.294722,0.244821,0.020605,0.333219,0.325913,0.228074,0.183610,0.334104,0.758059,0.015479,0.202213,0.005182,0.119846,15.200000,9.000000,0,0.001121,0.000397,0.630968,0.763354,0.612045,0.950341,0.454510,0,0,0,0,110.533748,
5376,2.749504,2.401403,3.305704,3.664127,1.575739,0.663139,0.049025,0.353760,0.172135,0.046032,0.642446,0.313305,0.083876,0.603511,0.403266,0.404453,0.103463,0.211748,0.081556,0.631570,0.564897,0.193807,0.154874,0.788638,0.129489,0.120663,0.357085,0.449917,0.395547,0.199262,0.166465,22.800000,12.000000,0,0.000952,0.000411,0.942701,0.694235,0.548637,0.603157,0.760793,0,0,0,0,111.556252,
5378,3.073148,2.791415,2.752174,2.817088,3.396170,0.063115,0.169443,0.186226,0.110897,0.115735,0.089135,0.202310,0.022931,0.520911,0.621825,0.643686,0.434647,0.253810,0.344694,0.961556,0.399980,0.457304,0.077371,0.466637,0.011862,0.278749,0.048481,0.228784,0.677817,0.130298,0.256736,24.800000,12.000000,0,0.001024,0.000475,0.815223,0.442612,0.731233,0.812002,0.399120,0,0,0,0,111.786198,
5386,3.574081,2.289237,1.750458,3.396579,2.341077,0.488847,0.079545,0.457888,0.221599,0.174301,0.374302,0.226036,0.196160,0.231511,0.446879,0.220139,0.070332,0.096626,0.020127,0.736396,0.462215,0.004606,0.032808,0.377758,0.102466,0.257732,0.529863,0.167398,0.071652,0.150051,0.215174,24.200000,13.000000,0,0.002891,0.000944,0.904517,0.669740,0.789051,0.521514,0.497599,0,0,0,0,53.656580,
5379,1.176697,1.176427,1.426375,1.778918,2.518283,0.864325,0.334524,0.636586,0.247814,0.083372,0.444664,0.470610,0.135741,0.016631,0.041322,0.071048,0.160983,0.042092,0.131590,0.410806,0.249783,0.069358,0.203221,0.106105,0.291569,0.066484,0.582284,0.290195,0.127754,0.226513,0.060191,56.600000,44.000000,0,0.001767,0.000805,1.000000,0.973017,0.743878,0.813470,0.453040,0,0,0,0,111.487573,
5381,3.902968,1.031418,3.638627,2.886435,3.987543,0.355634,0.264259,0.600563,0.267048,0.010235,0.421927,0.179549,0.114898,0.688360,0.631915,0.552562,0.470324,0.270994,0.187872,0.057066,0.092471,0.288604,0.282006,0.570859,0.048597,0.031637,0.700564,0.411770,0.276906,0.069488,0.025755,19.600000,16.000000,0,0.002604,0.000948,0.862874,0.996902,0.557661,0.607554,0.325495,0,0,0,0,109.916985,
5382,4.460135,1.998577,1.018093,1.021642,2.993808,0.185757,0.103665,0.486862,0.190383,0.072867,0.574594,0.022397,0.067147,0.090546,0.798543,0.175063,0.293664,0.131716,0.037845,0.773926,0.492521,0.413053,0.133460,0.334446,0.224749,0.180534,0.488789,0.312717,0.599729,0.093787,0.197654,20.200000,12.000000,0,0.001381,0.000631,0.705763,0.701434,0.999674,1.000000,0.484747,0,0,0,0,111.872364,
5383,2.290262,1.410677,3.067518,3.538646,1.422037,0.886260,0.391755,0.084354,0.055827,0.127997,0.219140,0.304821,0.178978,0.419823,0.350932,0.488362,0.052226,0.163015,0.225913,0.348114,0.341809,0.052448,0.360753,0.698868,0.090345,0.367775,0.891975,0.128259,0.005638,0.298157,0.076035,41.800000,33.000000,0,0.004466,0.001838,0.953935,0.929962,0.506409,0.509337,0.765943,0,0,0,0,112.419777,
5391,2.789087,0.920276,2.193873,2.677859,3.177881,0.562206,0.357295,0.693749,0.239186,0.181961,0.679138,0.266103,0.002614,0.316189,0.705565,0.025938,0.437911,0.002320,0.101456,0.076920,0.192258,0.473900,0.305631,0.156446,0.019296,0.396806,0.435865,0.189920,0.655830,0.020259,0.052054,27.200000,17.000000,0,0.001742,0.000620,0.940122,1.086630,0.545915,0.587279,0.444519,0,0,0,0,53.512019,
5385,4.000328,1.323085,2.882847,2.284810,1.752965,0.037629,0.302532,0.565629,0.295960,0.111932,0.526521,0.068609,0.048410,0.388386,0.124250,0.597672,0.130065,0.231072,0.170142,0.453131,0.166196,0.130645,0.384271,0.516515,0.227056,0.305121,0.288520,0.077109,0.448831,0.275724,0.012660,17.200000,9.000000,0,0.002486,0.001087,0.798574,0.934369,0.661422,0.849606,0.753815,0,0,0,0,110.408301,
5384,2.248302,2.868181,1.202787,3.119368,2.630216,0.768771,0.201927,0.268138,0.132839,0.088932,0.181940,0.352099,0.110215,0.149344,0.540850,0.109543,0.403210,0.073026,0.356697,0.918005,0.672246,0.271994,0.109993,0.056032,0.059839,0.143249,0.815028,0.388287,0.343157,0.081069,0.265455,42.600000,30.000000,0,0.003308,0.001265,0.963443,0.473629,0.962674,0.538736,0.486320,0,0,0,0,111.905627,
5387,1.677539,1.635608,3.835177,1.257595,3.563784,0.688617,0.416485,0.031796,0.057199,0.026202,0.029789,0.446991,0.059328,0.645980,0.905721,0.443290,0.329871,0.198096,0.206718,0.138771,0.262754,0.398396,0.261651,0.638368,0.194097,0.093898,0.120557,0.351581,0.534397,0.054411,0.112305,38.200000,21.000000,0,0.002872,0.001199,0.991350,0.801755,0.446316,1.000000,0.319809,0,0,0,0,112.002157,
5388,1.347200,2.144245,2.561621,1.539631,3.803490,0.982112,0.009156,0.404962,0.165890,0.144299,0.481805,0.423133,0.154478,0.462130,0.848505,0.359376,0.262943,0.176518,0.051434,0.856279,0.578341,0.347859,0.053975,0.749134,0.157939,0.241022,0.632534,0.038962,0.223623,0.143016,0.170194,45.400000,41.000000,0,0.002134,0.000993,0.999683,0.704035,0.582736,1.000000,0.308884,0,0,0,0,112.095494,
5389,3.403929,1.488468,1.616906,3.899897,2.231082,0.211053,0.486753,0.155322,0.000408,0.054807,0.137278,0.155777,0.091694,0.048084,0.299018,0.311567,0.020072,0.128752,0.262927,0.266465,0.072801,0.241665,0.226566,0.284765,0.136044,0.004174,0.221015,0.473187,0.373452,0.248946,0.142325,27.200000,15.000000,0,0.001111,0.000499,0.728115,0.846108,0.840899,0.423733,0.560837,0,0,0,0,111.730983,
5393,4.828959,0.827109,1.282174,3.500881,3.362641,0.938706,0.045255,0.658852,0.147185,0.197394,0.308025,0.171587,0.069314,0.673453,0.510411,0.294049,0.182866,0.191502,0.149292,0.208891,0.694329,0.045471,0.187900,0.704287,0.121363,0.362160,0.934486,0.269479,0.310457,0.137262,0.029132,14.000000,9.000000,0,0.003049,0.001505,0.846113,1.209031,0.971041,0.514193,0.429570,0,0,0,0,85.800825,
5394,3.276690,2.060686,3.914610,2.362744,2.943467,0.518678,0.323157,0.419349,0.070374,0.135128,0.155294,0.014163,0.123718,0.122811,0.933627,0.616858,0.115646,0.061159,0.099307,0.992153,0.284752,0.171873,0.239553,0.190506,0.282573,0.200769,0.129930,0.490653,0.567655,0.035607,0.194001,20.200000,15.000000,0,0.001795,0.000611,0.919813,0.578720,0.419956,0.837313,0.440741,0,0,0,0,84.547409,
5390,4.959051,2.463224,3.484653,2.011667,1.250246,0.259774,0.147284,0.222539,0.077112,0.017565,0.334549,0.061221,0.140421,0.555662,0.129457,0.688725,0.212551,0.293574,0.312912,0.549607,0.391887,0.115263,0.175106,0.420984,0.265605,0.157997,0.964555,0.251056,0.149058,0.224033,0.229850,14.800000,5.000000,0,0.000913,0.000380,0.534169,0.545267,0.605449,0.906775,0.832908,0,0,0,0,111.953593,
5392,2.920706,2.581610,2.991578,1.141438,2.490266,0.238818,0.458345,0.251986,0.281613,0.001737,0.663445,0.376441,0.181535,0.215659,0.090113,0.418591,0.408744,0.103220,0.336175,0.665953,0.144786,0.435355,0.318422,0.268674,0.174907,0.198650,0.461971,0.203724,0.461622,0.256952,0.281928,29.800000,19.000000,0,0.001813,0.000815,0.898887,0.689165,0.510779,1.000000,0.551536,0,0,0,0,111.199716,
5395,1.473891,1.614449,1.859142,3.029577,1.715885,0.287661,0.173732,0.146381,0.208425,0.064373,0.510780,0.281544,0.036519,0.406031,0.479398,0.051996,0.359037,0.242939,0.286153,0.386715,0.440890,0.309315,0.066965,0.425986,0.004615,0.038422,0.719648,0.051770,0.062238,0.206286,0.091132,54.000000,43.000000,0,0.002248,0.001516,0.995651,0.844696,0.722431,0.542439,0.674299,0,0,0,0,112.760622,
5403,1.973143,0.973650,2.838245,3.938305,2.771750,0.143210,0.075256,0.587628,0.096549,0.019810,0.051172,0.257883,0.156988,0.345454,0.593515,0.461786,0.151087,0.081662,0.161477,0.157520,0.422331,0.230766,0.024419,0.318408,0.110886,0.021897,0.202981,0.113461,0.686559,0.111489,0.039026,36.800000,32.000000,0,0.001921,0.001013,0.972929,1.027064,0.510073,0.381889,0.437201,0,0,0,0,53.597080,
5396,1.549832,2.205695,1.726437,2.766962,1.476008,0.009867,0.268546,0.465376,0.014772,0.158862,0.000296,0.336658,0.125749,0.572196,0.266893,0.137999,0.299987,0.282298,0.030498,0.602733,0.051048,0.452627,0.273659,0.536509,0.038193,0.298134,0.027522,0.370004,0.362017,0.267645,0.153712,49.200000,40.000000,0,0.001819,0.000777,0.995767,0.572308,0.850959,0.715257,0.748160,0,0,0,0,107.559284,
5397,3.700257,1.761606,2.641901,1.934510,3.053290,0.812173,0.228465,0.018861,0.151526,0.042026,0.355768,0.115665,0.012549,0.289402,0.819960,0.527519,0.041883,0.013597,0.242442,0.020732,0.600766,0.090085,0.044824,0.096974,0.246416,0.059600,0.618935,0.181202,0.254966,0.086749,0.125844,18.800000,14.000000,0,0.001148,0.000562,0.805087,0.744281,0.615188,0.699454,0.420830,0,0,0,0,110.295559,
5398,4.131462,2.986584,2.274107,3.796374,3.865189,0.732140,0.387986,0.304315,0.225994,0.079370,0.553552,0.210227,0.167929,0.490712,0.735361,0.205019,0.226356,0.183693,0.392458,0.803874,0.214598,0.216124,0.396473,0.608217,0.080820,0.102448,0.312669,0.089917,0.621195,0.038990,0.251014,13.800000,5.000000,0,0.000501,0.000289,0.832387,0.545330,0.704401,0.575505,0.353541,0,0,0,0,110.206492,
5399,2.117711,1.229934,3.594230,1.655102,1.942429,0.460964,0.115491,0.534899,0.090304,0.121109,0.198141,0.493684,0.079757,0.032490,0.163993,0.504219,0.498067,0.121577,0.180477,0.323375,0.370221,0.326225,0.122204,0.368846,0.213457,0.339819,0.786908,0.405753,0.159849,0.167725,0.073219,48.800000,43.000000,0,0.002584,0.001058,0.968200,0.960277,0.364372,0.958677,0.624371,0,0,0,0,112.200510,
5401,4.329980,1.434558,3.409353,2.533893,2.306202,0.614293,0.205696,0.053624,0.185311,0.143423,0.592979,0.132736,0.149192,0.077600,0.437059,0.569904,0.326479,0.048686,0.224908,0.499346,0.543155,0.498532,0.145672,0.040381,0.069138,0.377128,0.394381,0.330926,0.427572,0.180495,0.136328,19.000000,4.000000,0,0.001411,0.000567,0.693915,0.935003,0.460834,0.709773,0.590404,0,0,0,0,110.226262,
5400,2.421820,1.948403,2.458962,2.073603,3.534420,0.313209,0.290706,0.523039,0.023400,0.057055,0.248442,0.415185,0.010994,0.451056,0.977919,0.095533,0.085559,0.247216,0.011511,0.878283,0.043040,0.106679,0.372955,0.575915,0.234587,0.165175,0.990477,0.142276,0.188726,0.061381,0.182947,31.600000,23.000000,0,0.001336,0.000779,0.948310,0.737646,0.597659,0.922172,0.375686,0,0,0,0,111.652841,
5405,3.199390,1.118642,2.049879,1.283551,1.308382,0.636350,0.020525,0.627647,0.115969,0.099188,0.115937,0.091975,0.192480,0.360906,0.236841,0.336482,0.468698,0.151738,0.117693,0.312048,0.615190,0.387511,0.090361,0.758534,0.167766,0.076076,0.084932,0.242801,0.483749,0.193517,0.009282,20.000000,11.000000,0,0.001164,0.000564,0.916696,0.985556,0.770474,1.000000,0.815619,0,0,0,0,92.864313,
