g_star_label,g_star,seed,longest_span
PRIMARY_2_0,1.0965735902799727,1835086401,1
SECONDARY_1_5,1.27031007207211,1835086401,0
SECONDARY_2_5,0.966516292749662,1835086401,33
PRIMARY_2_0,1.0965735902799727,1835086402,2
SECONDARY_1_5,1.27031007207211,1835086402,0
SECONDARY_2_5,0.966516292749662,1835086402,40
PRIMARY_2_0,1.0965735902799727,1835086403,1
SECONDARY_1_5,1.27031007207211,1835086403,0
SECONDARY_2_5,0.966516292749662,1835086403,74
PRIMARY_2_0,1.0965735902799727,1835086404,0
SECONDARY_1_5,1.27031007207211,1835086404,0
SECONDARY_2_5,0.966516292749662,1835086404,45
PRIMARY_2_0,1.0965735902799727,1835086405,1
SECONDARY_1_5,1.27031007207211,1835086405,0
SECONDARY_2_5,0.966516292749662,1835086405,77
PRIMARY_2_0,1.0965735902799727,1835086406,0
SECONDARY_1_5,1.27031007207211,1835086406,0
SECONDARY_2_5,0.966516292749662,1835086406,34
PRIMARY_2_0,1.0965735902799727,1835086407,0
SECONDARY_1_5,1.27031007207211,1835086407,0
SECONDARY_2_5,0.966516292749662,1835086407,68
PRIMARY_2_0,1.0965735902799727,1835086408,0
SECONDARY_1_5,1.27031007207211,1835086408,0
SECONDARY_2_5,0.966516292749662,1835086408,46
PRIMARY_2_0,1.0965735902799727,1835086409,0
SECONDARY_1_5,1.27031007207211,1835086409,0
SECONDARY_2_5,0.966516292749662,1835086409,54
PRIMARY_2_0,1.0965735902799727,1835086410,13
SECONDARY_1_5,1.27031007207211,1835086410,0
SECONDARY_2_5,0.966516292749662,1835086410,40
PRIMARY_2_0,1.0965735902799727,1835086411,2
SECONDARY_1_5,1.27031007207211,1835086411,0
SECONDARY_2_5,0.966516292749662,1835086411,43
PRIMARY_2_0,1.0965735902799727,1835086412,3
SECONDARY_1_5,1.27031007207211,1835086412,0
SECONDARY_2_5,0.966516292749662,1835086412,57
PRIMARY_2_0,1.0965735902799727,1835086413,0
SECONDARY_1_5,1.27031007207211,1835086413,0
SECONDARY_2_5,0.966516292749662,1835086413,19
PRIMARY_2_0,1.0965735902799727,1835086414,6
SECONDARY_1_5,1.27031007207211,1835086414,0
SECONDARY_2_5,0.966516292749662,1835086414,62
PRIMARY_2_0,1.0965735902799727,1835086415,0
SECONDARY_1_5,1.27031007207211,1835086415,0
SECONDARY_2_5,0.966516292749662,1835086415,35
PRIMARY_2_0,1.0965735902799727,1835086416,0
SECONDARY_1_5,1.27031007207211,1835086416,0
SECONDARY_2_5,0.966516292749662,1835086416,31
PRIMARY_2_0,1.0965735902799727,1835086417,3
SECONDARY_1_5,1.27031007207211,1835086417,0
SECONDARY_2_5,0.966516292749662,1835086417,59
PRIMARY_2_0,1.0965735902799727,1835086418,0
SECONDARY_1_5,1.27031007207211,1835086418,0
SECONDARY_2_5,0.966516292749662,1835086418,53
PRIMARY_2_0,1.0965735902799727,1835086419,0
SECONDARY_1_5,1.27031007207211,1835086419,0
SECONDARY_2_5,0.966516292749662,1835086419,30
